step,equity,inventory,bid,ask,bid_missing,ask_missing,t,mid_mark,microprice,spread,bid_sz,ask_sz,imbalance,cash,inv_value,realized_pnl,unreal_pnl,fees_paid,mm_fills,mm_cancels_sub,mm_cancels_ok,mm_bid_px,mm_ask_px,mm_bid_qty,mm_ask_qty,mm_at_best_bid,mm_at_best_ask,tob_share_bid,tob_share_ask,last_trade_px,last_trade_sign
1639,112.2146000009,-69,100.0600000000,100.0700000000,0,0,164.000000,100.2100000000,100.0686666667,0.0100000000,13,2,0.733333,7026.7046000009,-6914.4900000000,120.4475815710,-11.1975815713,-2.9646000000,14823,20461,2016,100.0600000000,100.3100000000,1,1,1,0,0.0769230769,nan,100.0700000000,1
1640,115.1060000009,-76,100.0600000000,100.0800000000,0,0,164.100000,100.1600000000,100.0659459459,0.0200000000,11,26,-0.405405,7727.2660000009,-7612.1600000000,120.4475815710,-8.3075815713,-2.9660000000,14830,20472,2016,100.0600000000,100.2900000000,1,1,1,0,0.0909090909,nan,100.0800000000,1
1641,106.7582000009,-85,100.0700000000,100.0800000000,0,0,164.200000,100.2500000000,100.0745833333,0.0100000000,11,13,-0.083333,8628.0082000009,-8521.2500000000,120.4382712872,-16.6482712875,-2.9682000000,14841,20482,2018,100.0700000000,100.3300000000,1,1,1,0,0.0909090909,nan,100.0800000000,1
1642,112.9504000009,-92,100.0700000000,100.0800000000,0,0,164.300000,100.1700000000,100.0781818182,0.0100000000,9,2,0.636364,9328.5904000009,-9215.6400000000,120.4096381688,-10.4296381691,-2.9704000000,14852,20496,2019,100.0700000000,100.4800000000,1,1,1,0,0.1111111111,nan,100.0800000000,1
1643,108.9444000009,-104,100.0800000000,100.0900000000,0,0,164.400000,100.2000000000,100.0880000000,0.0100000000,20,5,0.600000,10529.7444000009,-10420.8000000000,120.3567899252,-14.3867899255,-2.9744000000,14872,20522,2021,100.0800000000,100.4200000000,1,1,1,0,0.0500000000,nan,100.0900000000,1
1644,109.8356000009,-106,100.0800000000,100.1000000000,0,0,164.500000,100.1900000000,100.0877272727,0.0200000000,17,27,-0.227273,10729.9756000009,-10620.1400000000,120.3213787946,-13.4613787948,-2.9756000000,14878,20529,2023,nan,100.4000000000,0,1,0,0,nan,nan,100.1000000000,1
1645,105.1086000010,-119,100.0900000000,100.1000000000,0,0,164.600000,100.2200000000,100.0907142857,0.0100000000,1,13,-0.857143,12031.2886000010,-11926.1800000000,120.2975738049,-18.1675738052,-2.9786000000,14893,20536,2024,100.0900000000,100.4400000000,1,1,1,0,1.0000000000,nan,100.1000000000,1
1646,111.8010000010,-127,100.1000000000,100.1100000000,0,0,164.700000,100.1600000000,100.1006666667,0.0100000000,2,28,-0.866667,12832.1210000010,-12720.3200000000,120.2625109568,-11.4425109571,-2.9810000000,14905,20538,2024,100.1000000000,100.4300000000,1,1,1,0,0.5000000000,nan,100.1000000000,1
1647,112.8342000010,-135,100.0800000000,100.1100000000,0,0,164.800000,100.1500000000,100.0940000000,0.0300000000,14,16,-0.066667,13633.0842000010,-13520.2500000000,120.1921765453,-10.3421765456,-2.9842000000,14921,20541,2025,100.1000000000,100.4500000000,0,1,0,0,nan,nan,100.0800000000,-1
1648,136.8258000010,-143,100.0800000000,100.1100000000,0,0,164.900000,99.9800000000,100.0990909091,0.0300000000,14,8,0.272727,14433.9658000010,-14297.1400000000,120.1921765453,13.6478234544,-2.9858000000,14929,20552,2026,100.1000000000,100.4600000000,0,1,0,0,nan,nan,100.1000000000,-1
1649,135.6586000010,-131,100.0800000000,100.1100000000,0,0,165.000000,99.9800000000,100.0837500000,0.0300000000,1,7,-0.750000,13233.0386000010,-13097.3800000000,120.1357879650,12.5342120348,-2.9886000000,14943,20563,2027,100.1000000000,100.3200000000,0,1,0,0,nan,nan,100.0800000000,-1
1650,144.0600000010,-126,100.0600000000,100.1100000000,0,0,165.100000,99.9100000000,100.0827272727,0.0500000000,5,6,-0.090909,12732.7200000010,-12588.6600000000,120.1601442406,20.9098557591,-2.9900000000,14950,20569,2028,100.1000000000,100.2400000000,0,1,0,0,nan,nan,100.0700000000,-1
1651,147.1126000010,-115,100.0500000000,100.1100000000,0,0,165.200000,99.8700000000,100.0766666667,0.0600000000,4,5,-0.111111,11632.1626000010,-11485.0500000000,120.4015590748,23.7184409249,-2.9926000000,14963,20573,2029,100.0500000000,100.1500000000,1,1,1,0,0.2500000000,nan,100.1100000000,1
1652,151.5466000010,-103,100.0100000000,100.0700000000,0,0,165.300000,99.8100000000,100.0580000000,0.0600000000,4,1,0.600000,10431.9766000010,-10280.4300000000,121.0361862880,27.5138137117,-2.9966000000,14983,20578,2030,99.9700000000,100.0700000000,1,1,0,1,nan,1.0000000000,100.0700000000,1
1653,139.8804000010,-86,99.9900000000,100.0400000000,0,0,165.400000,99.9100000000,100.0233333333,0.0500000000,4,2,0.333333,8732.1404000010,-8592.2600000000,122.5138893319,14.3661106678,-3.0004000000,15002,20590,2031,99.9600000000,100.0400000000,1,1,0,1,nan,0.5000000000,99.9900000000,-1
1654,136.1028000010,-74,99.9900000000,100.0400000000,0,0,165.500000,99.9500000000,100.0233333333,0.0500000000,2,1,0.333333,7532.4028000010,-7396.3000000000,123.6984629135,9.4015370863,-3.0028000000,15014,20594,2033,99.9900000000,100.1000000000,1,1,1,0,0.5000000000,nan,99.9900000000,-1
1655,136.9646000010,-65,99.9900000000,100.0100000000,0,0,165.600000,99.9300000000,100.0080000000,0.0200000000,9,1,0.800000,6632.4146000010,-6495.4500000000,124.4018930997,9.5581069001,-3.0046000000,15023,20618,2033,99.9900000000,100.0900000000,1,1,1,0,0.1111111111,nan,99.9900000000,-1
1656,135.9664000010,-58,100.0000000000,100.0200000000,0,0,165.700000,99.9400000000,100.0187500000,0.0200000000,15,1,0.875000,5932.4864000010,-5796.5200000000,125.0476475586,7.9123524412,-3.0064000000,15032,20645,2035,100.0000000000,100.0800000000,1,1,1,0,0.0666666667,nan,100.0000000000,-1
1657,133.4680000010,-52,100.0300000000,100.0500000000,0,0,165.800000,99.9800000000,100.0328571429,0.0200000000,1,6,-0.714286,5332.4280000010,-5198.9600000000,125.4720881582,4.9879118416,-3.0080000000,15040,20662,2037,100.0300000000,100.0900000000,1,1,1,0,1.0000000000,nan,100.0400000000,1
1658,131.3886000010,-51,100.0100000000,100.0500000000,0,0,165.900000,100.0200000000,100.0350000000,0.0400000000,10,6,0.250000,5232.4086000010,-5101.0200000000,125.5539309213,2.8260690784,-3.0086000000,15043,20663,2038,100.0400000000,100.1500000000,0,1,0,0,nan,nan,100.0500000000,1
1659,129.3094000010,-55,100.0200000000,100.0500000000,0,0,166.000000,100.0600000000,100.0440000000,0.0300000000,4,1,0.600000,5632.6094000010,-5503.3000000000,125.5539309213,0.7460690784,-3.0094000000,15047,20675,2039,100.0400000000,100.1700000000,0,1,0,0,nan,nan,100.0200000000,-1
1660,126.2714000011,-63,100.0600000000,100.0800000000,0,0,166.100000,100.1100000000,100.0620000000,0.0200000000,1,9,-0.800000,6433.2014000011,-6306.9300000000,125.5673070007,-2.3073070009,-3.0114000000,15057,20677,2040,100.0600000000,100.2500000000,1,1,1,0,1.0000000000,nan,100.0600000000,-1
1661,131.8626000011,-59,100.0200000000,100.0600000000,0,0,166.200000,100.0200000000,100.0466666667,0.0400000000,2,1,0.333333,6033.0426000011,-5901.1800000000,125.6946079638,3.1553920359,-3.0126000000,15063,20681,2041,100.0500000000,100.1500000000,0,1,0,0,nan,nan,100.0200000000,-1
1662,126.7248000011,-54,100.0400000000,100.0800000000,0,0,166.300000,100.1200000000,100.0577777778,0.0400000000,4,5,-0.111111,5533.2048000011,-5406.4800000000,126.2024577314,-2.4924577317,-3.0148000000,15074,20685,2042,100.0400000000,100.1800000000,1,1,1,0,0.2500000000,nan,100.0800000000,1
1663,126.6856000011,-56,100.0700000000,100.0800000000,0,0,166.400000,100.1200000000,100.0766666667,0.0100000000,4,2,0.333333,5733.4056000011,-5606.7200000000,126.2364130454,-2.5664130456,-3.0156000000,15078,20689,2044,100.0700000000,100.2300000000,1,1,1,0,0.2500000000,nan,100.0700000000,-1
1664,123.7680000011,-66,100.0700000000,100.1000000000,0,0,166.500000,100.1600000000,100.0925000000,0.0300000000,9,3,0.500000,6734.3280000011,-6610.5600000000,126.2431829999,-5.4931830002,-3.0180000000,15090,20697,2046,nan,nan,0,0,0,0,nan,nan,100.0700000000,-1
1665,122.4910000011,-77,100.0900000000,100.1200000000,0,0,166.600000,100.1700000000,100.0968571429,0.0300000000,8,27,-0.542857,7835.5810000011,-7713.0900000000,126.2251946632,-6.7551946634,-3.0210000000,15105,20709,2046,100.0900000000,100.3200000000,1,1,1,0,0.1250000000,nan,100.1200000000,1
1666,126.3530000011,-85,100.1100000000,100.1200000000,0,0,166.700000,100.1200000000,100.1148571429,0.0100000000,17,18,-0.028571,8636.5530000011,-8510.2000000000,126.2001923178,-2.8701923181,-3.0230000000,15115,20735,2048,100.1100000000,100.3900000000,1,1,1,0,0.0588235294,nan,100.1200000000,1
1667,132.9760000011,-72,100.1100000000,100.1200000000,0,0,166.800000,100.0300000000,100.1123809524,0.0100000000,5,16,-0.523810,7335.1360000011,-7202.1600000000,125.8708314564,4.0791685433,-3.0260000000,15130,20748,2049,100.1100000000,100.2700000000,1,1,1,0,0.2000000000,nan,100.1100000000,-1
1668,123.3488000011,-80,100.0900000000,100.1200000000,0,0,166.900000,100.1600000000,100.1063636364,0.0300000000,6,5,0.090909,8136.1488000011,-8012.8000000000,125.8243308409,-5.5043308411,-3.0288000000,15144,20759,2050,100.1100000000,100.2400000000,0,1,0,0,nan,nan,100.1200000000,1
1669,121.0794000011,-79,100.0900000000,100.1200000000,0,0,167.000000,100.1900000000,100.1050000000,0.0300000000,4,4,0.000000,8036.0894000011,-7915.0100000000,125.8267225699,-7.7767225701,-3.0294000000,15147,20761,2051,100.1100000000,100.3500000000,0,1,0,0,nan,nan,100.1200000000,1
1670,116.3018000011,-87,100.1200000000,100.1300000000,0,0,167.100000,100.2400000000,100.1238461538,0.0100000000,5,8,-0.230769,8837.1818000011,-8720.8800000000,125.8320464096,-12.5620464099,-3.0318000000,15159,20765,2052,100.1200000000,nan,1,0,1,0,0.2000000000,nan,100.1300000000,1
1671,117.0840000011,-98,100.1200000000,100.1400000000,0,0,167.200000,100.2200000000,100.1236363636,0.0200000000,4,18,-0.636364,9938.6440000011,-9821.5600000000,125.8320464096,-11.7820464099,-3.0340000000,15170,20777,2054,nan,nan,0,0,0,0,nan,nan,100.1400000000,1
1672,121.8662000011,-103,100.1300000000,100.1400000000,0,0,167.300000,100.1700000000,100.1357142857,0.0100000000,12,9,0.142857,10439.3762000011,-10317.5100000000,125.7449099908,-6.9149099911,-3.0362000000,15181,20793,2054,100.1300000000,100.4500000000,1,1,1,0,0.0833333333,nan,100.1400000000,1
1673,123.8674000011,-109,100.1300000000,100.1400000000,0,0,167.400000,100.1500000000,100.1392857143,0.0100000000,13,1,0.857143,11040.2174000011,-10916.3500000000,125.7449099908,-4.9149099911,-3.0374000000,15187,20799,2055,100.1300000000,100.4300000000,1,1,1,0,0.0769230769,nan,100.1400000000,1
1674,118.2988000011,-112,100.1400000000,100.1500000000,0,0,167.500000,100.2000000000,100.1437500000,0.0100000000,6,10,-0.250000,11340.6988000011,-11222.4000000000,125.6879204335,-10.4279204338,-3.0388000000,15194,20814,2057,100.1400000000,100.4100000000,1,1,1,0,0.1666666667,nan,100.1400000000,-1
1675,126.3914000011,-123,100.1400000000,100.1600000000,0,0,167.600000,100.1300000000,100.1432432432,0.0200000000,6,31,-0.675676,12442.3814000011,-12315.9900000000,125.6573496735,-2.3073496738,-3.0414000000,15207,20824,2058,100.1400000000,100.4400000000,1,1,1,0,0.1666666667,nan,100.1600000000,1
1676,138.5634000011,-121,100.1300000000,100.1500000000,0,0,167.700000,100.0300000000,100.1480000000,0.0200000000,9,1,0.800000,12242.1934000011,-12103.6300000000,125.5040103189,10.0159896808,-3.0434000000,15217,20834,2059,100.1400000000,100.3200000000,0,1,0,0,nan,nan,100.1300000000,-1
1677,138.3860000011,-108,100.0900000000,100.1500000000,0,0,167.800000,100.0200000000,100.1200000000,0.0600000000,1,1,0.000000,10940.5460000011,-10802.1600000000,125.3201083838,10.0198916160,-3.0460000000,15230,20840,2059,100.1400000000,100.2800000000,0,1,0,0,nan,nan,100.1200000000,-1
1678,139.5586000011,-95,100.0700000000,100.1600000000,0,0,167.900000,100.0000000000,100.0734615385,0.0900000000,1,25,-0.923077,9639.5586000011,-9500.0000000000,125.7962064486,10.7137935511,-3.0486000000,15243,20850,2060,100.1400000000,100.2500000000,0,1,0,0,nan,nan,100.0700000000,-1
1679,142.9802000011,-91,100.0300000000,100.1600000000,0,0,168.000000,99.9600000000,100.0354166667,0.1300000000,1,23,-0.916667,9239.3402000011,-9096.3600000000,125.9358185456,13.9941814541,-3.0502000000,15251,20856,2061,100.1300000000,100.2100000000,0,1,0,0,nan,nan,100.0300000000,-1
1680,147.6324000011,-84,100.0000000000,100.0700000000,0,0,168.100000,99.9000000000,100.0600000000,0.0700000000,6,1,0.714286,8539.2324000011,-8391.6000000000,126.5374274694,18.0425725303,-3.0524000000,15262,20862,2062,100.1100000000,100.2000000000,0,1,0,0,nan,nan,100.0000000000,-1
1681,150.8462000011,-71,99.9800000000,100.1000000000,0,0,168.200000,99.8400000000,100.0200000000,0.1200000000,1,2,-0.333333,7239.4862000011,-7088.6400000000,128.3486911277,19.4413088720,-3.0562000000,15281,20867,2063,100.0200000000,100.1000000000,0,1,0,1,nan,0.5000000000,99.9800000000,-1
1682,145.3382000011,-61,99.9600000000,100.0100000000,0,0,168.300000,99.9100000000,99.9983333333,0.0500000000,23,7,0.533333,6239.8482000011,-6094.5100000000,129.8469036449,12.4330963548,-3.0582000000,15291,20876,2064,99.9400000000,100.0100000000,1,1,0,1,nan,0.1428571429,99.9600000000,-1
1683,145.6608000011,-50,99.9600000000,100.0100000000,0,0,168.400000,99.8900000000,100.0010714286,0.0500000000,23,5,0.642857,5140.1608000011,-4994.5000000000,131.4954551236,11.1045448762,-3.0608000000,15304,20896,2066,99.9600000000,100.0700000000,1,1,1,0,0.0434782609,nan,99.9600000000,-1
1684,148.5830000011,-45,99.9600000000,99.9700000000,0,0,168.500000,99.8200000000,99.9691666667,0.0100000000,11,1,0.833333,4640.4830000011,-4491.9000000000,132.6971159241,12.8228840756,-3.0630000000,15315,20913,2068,99.9400000000,99.9900000000,1,1,0,0,nan,nan,99.9600000000,-1
1685,145.1052000011,-36,99.9800000000,99.9900000000,0,0,168.600000,99.8800000000,99.9840000000,0.0100000000,2,3,-0.200000,3740.7852000011,-3595.6800000000,134.0521088133,7.9878911864,-3.0652000000,15326,20937,2070,99.9800000000,100.0300000000,1,1,1,0,0.5000000000,nan,99.9800000000,-1
1686,143.7290000011,-21,99.9500000000,99.9700000000,0,0,168.700000,99.8900000000,99.9687096774,0.0200000000,29,2,0.870968,2241.4190000011,-2097.6900000000,136.3575436742,4.3024563255,-3.0690000000,15345,20943,2071,99.9100000000,99.9700000000,1,1,0,1,nan,0.5000000000,99.9500000000,-1
1687,143.5518000011,-13,99.9500000000,99.9700000000,0,0,168.800000,99.8700000000,99.9670000000,0.0200000000,17,3,0.700000,1441.8618000011,-1298.3100000000,137.8179716970,2.6620283027,-3.0718000000,15359,20949,2072,99.8400000000,99.9600000000,1,0,0,0,nan,nan,99.9500000000,-1
1688,142.8940000011,-4,99.9500000000,99.9700000000,0,0,168.900000,99.8600000000,99.9655555556,0.0200000000,7,2,0.555556,542.3340000011,-399.4400000000,138.9931517244,0.8268482753,-3.0740000000,15370,20958,2072,99.8700000000,99.9600000000,1,0,0,0,nan,nan,99.9500000000,-1
1689,142.2266000011,5,99.9400000000,99.9900000000,0,0,169.000000,99.8700000000,99.9872222222,0.0500000000,17,1,0.888889,-357.1233999989,499.3500000000,139.5074999997,-0.3575000000,-3.0766000000,15383,20970,2073,99.8400000000,99.9600000000,1,0,0,0,nan,nan,99.9400000000,-1
1690,142.3892000011,8,99.9400000000,99.9500000000,0,0,169.100000,99.9100000000,99.9476923077,0.0100000000,10,3,0.538462,-656.8907999989,799.2800000000,139.5533482140,-0.2433482143,-3.0792000000,15396,20973,2074,99.8500000000,99.9500000000,1,1,0,1,nan,0.3333333333,99.9400000000,-1
1691,142.6498000011,7,99.9400000000,99.9700000000,0,0,169.200000,99.9400000000,99.9625000000,0.0300000000,9,3,0.500000,-556.9301999989,699.5800000000,139.5726041664,-0.0026041667,-3.0798000000,15399,20977,2075,99.8800000000,99.9500000000,1,0,0,0,nan,nan,99.9700000000,1
1692,143.1806000011,7,99.9500000000,99.9700000000,0,0,169.300000,100.0100000000,99.9580000000,0.0200000000,2,3,-0.200000,-556.8893999989,700.0700000000,139.6120254627,0.4879745370,-3.0806000000,15403,20985,2076,99.9400000000,99.9700000000,1,1,0,1,nan,0.3333333333,99.9700000000,1
1693,143.2014000011,5,99.9700000000,100.0000000000,0,0,169.400000,100.0200000000,99.9836363636,0.0300000000,5,6,-0.090909,-356.8985999989,500.1000000000,139.7462056324,0.3737943673,-3.0814000000,15407,20991,2077,99.9700000000,100.0100000000,1,1,1,0,0.2000000000,nan,100.0000000000,1
1694,142.6224000011,8,99.9400000000,99.9500000000,0,0,169.500000,99.9300000000,99.9488888889,0.0100000000,8,1,0.777778,-656.8175999989,799.4400000000,139.7499605621,-0.2099605624,-3.0824000000,15412,21011,2079,99.9000000000,99.9800000000,1,1,0,0,nan,nan,99.9500000000,-1
1695,142.3844000011,18,99.9300000000,99.9400000000,0,0,169.600000,99.9200000000,99.9380000000,0.0100000000,28,7,0.600000,-1656.1755999989,1798.5600000000,139.7499605621,-0.4499605624,-3.0844000000,15422,21031,2081,99.8700000000,99.9400000000,1,1,0,1,nan,0.1428571429,99.9300000000,-1
1696,142.7560000011,12,99.9300000000,99.9400000000,0,0,169.700000,99.9400000000,99.9371794872,0.0100000000,28,11,0.435897,-1056.5239999989,1199.2800000000,139.7149758990,-0.0449758993,-3.0860000000,15430,21043,2081,99.8600000000,99.9400000000,1,1,0,1,nan,0.0909090909,99.9300000000,-1
1697,141.0276000011,18,99.9300000000,99.9400000000,0,0,169.800000,99.8400000000,99.9367647059,0.0100000000,23,11,0.352941,-1656.0923999989,1797.1200000000,139.7112279074,-1.7712279076,-3.0876000000,15438,21056,2083,99.8900000000,99.9500000000,1,1,0,0,nan,nan,99.9300000000,-1
1698,141.6612000011,26,99.9300000000,99.9400000000,0,0,169.900000,99.8900000000,99.9325000000,0.0100000000,8,24,-0.500000,-2455.4787999989,2597.1400000000,139.7297952637,-1.1597952640,-3.0912000000,15456,21086,2085,99.8000000000,99.9400000000,1,1,0,1,nan,0.0416666667,99.9300000000,-1
1699,142.1728000011,28,99.9200000000,99.9400000000,0,0,170.000000,99.9100000000,99.9300000000,0.0200000000,21,21,0.000000,-2655.3071999989,2797.4800000000,139.7476678419,-0.6676678422,-3.0928000000,15464,21092,2086,99.8200000000,99.9400000000,1,1,0,1,nan,0.0476190476,99.9400000000,1
1700,140.2166000011,45,99.9200000000,99.9300000000,0,0,170.100000,99.8700000000,99.9215789474,0.0100000000,3,16,-0.684211,-4353.9333999989,4494.1500000000,139.7492402801,-2.6292402804,-3.0966000000,15483,21111,2088,99.8100000000,99.9300000000,1,1,0,1,nan,0.0625000000,99.9300000000,1
1701,147.7490000011,37,99.9200000000,99.9300000000,0,0,170.200000,100.0600000000,99.9270588235,0.0100000000,12,5,0.411765,-3554.4709999989,3702.2200000000,139.7667967409,4.8832032588,-3.0990000000,15495,21129,2090,99.9200000000,100.0000000000,1,1,1,0,0.0833333333,nan,99.9200000000,-1
1702,146.1824000011,26,99.9200000000,99.9400000000,0,0,170.300000,100.0500000000,99.9328000000,0.0200000000,16,9,0.280000,-2455.1175999989,2601.3000000000,139.8897973834,3.1902026163,-3.1024000000,15512,21143,2092,nan,nan,0,0,0,0,nan,nan,99.9400000000,1
1703,146.4152000011,16,99.9300000000,99.9500000000,0,0,170.400000,100.1300000000,99.9460000000,0.0200000000,8,2,0.600000,-1455.6647999989,1602.0800000000,140.0701853959,3.2398146038,-3.1052000000,15526,21159,2092,99.9300000000,100.0400000000,1,1,1,0,0.1250000000,nan,99.9500000000,1
1704,145.6462000011,13,99.9500000000,99.9800000000,0,0,170.500000,100.1100000000,99.9523076923,0.0300000000,1,12,-0.846154,-1155.7837999989,1301.4300000000,140.1901390469,2.3498609529,-3.1062000000,15531,21175,2094,99.9500000000,100.1300000000,1,1,1,0,1.0000000000,nan,99.9700000000,1
1705,144.7594000011,5,99.9700000000,99.9900000000,0,0,170.600000,100.1200000000,99.9740000000,0.0200000000,1,4,-0.600000,-355.8405999989,500.6000000000,140.7479604205,0.9020395792,-3.1094000000,15547,21177,2095,99.9700000000,100.1000000000,1,1,1,0,1.0000000000,nan,99.9900000000,1
1706,143.9220000011,-4,99.9900000000,100.0000000000,0,0,170.700000,100.0600000000,99.9961538462,0.0100000000,8,5,0.230769,544.1620000011,-400.2400000000,141.0499999997,-0.2400000000,-3.1120000000,15560,21194,2096,99.9900000000,100.1500000000,1,1,1,0,0.1250000000,nan,100.0000000000,1
1707,143.3936000011,-10,100.0000000000,100.0100000000,0,0,170.800000,100.0800000000,100.0005882353,0.0100000000,1,16,-0.882353,1144.1936000011,-1000.8000000000,141.0599999997,-0.7800000000,-3.1136000000,15568,21202,2098,100.0000000000,100.1300000000,1,1,1,0,1.0000000000,nan,100.0100000000,1
